Balls Bowled,Wickets Lost: 0,Wickets Lost: 1,Wickets Lost: 2,Wickets Lost: 3,Wickets Lost: 4,Wickets Lost: 5,Wickets Lost: 6,Wickets Lost: 7,Wickets Lost: 8,Wickets Lost: 9
72,43.02586117018653,46.065295567823526,45.46234053441521,46.51495110398227,46.21881937821014,44.452705817657716,39.41838520353607,26.51156525106072,18.82080099901882,17.35756918068367
73,42.41449697343124,45.020404787653305,44.69188910057153,45.66370293018529,45.51904557261903,43.35589095631775,39.12703969303929,27.85171262224717,18.61944938532009,33.68421052631579
74,41.83804090015448,44.35825578140335,43.78623255738232,45.0295656765807,44.424518152151705,42.48112066970373,39.24981504778808,27.396189374505965,18.289416382019763,33.68421052631579
75,41.279779358905,43.28475914273716,43.11635450370399,44.095918372218165,43.82250408694389,41.38591691959025,38.89336702438661,27.05074110762212,17.57764564214768,29.47368421052631
76,41.05818948463908,42.596089004717456,42.42324998620391,43.220213959883694,43.17119868469337,40.64832764517431,39.28514812150481,26.571680594529017,16.455865378490046,27.368421052631582
77,40.14339272296863,41.796049971361555,41.706732028141694,42.479911816857296,42.30412387626498,39.875318207074216,38.54951888616205,24.25865311641291,21.48384013433059,23.157894736842103
78,39.14354831152481,41.048338981617135,40.98430449232294,41.65178774435206,41.61285585132296,39.6794486797598,36.75197977141798,24.96679297124581,20.998293274544377,23.157894736842103
79,38.180817344152814,40.402483670285974,39.81550004806488,41.02271800949333,40.49607477192532,39.551447138336954,35.31228165442826,23.97641191050501,19.897102328428588,22.105263157894736
80,37.98519623408585,39.35564598179199,39.25312492263786,40.09102329303819,39.73465169219791,38.78689078937979,35.05601303654963,25.069724878385614,18.596953462950562,22.105263157894736
81,36.54984037681837,38.50882602579743,38.33118941758984,39.33202508560134,38.777499791915005,38.22911877476304,34.9145797910122,24.400417367122447,19.98759034816996,14.18683485277448
82,35.38927844994822,37.52228546011707,37.66524522411272,38.43463310017541,37.98994362379377,37.91895156985311,33.3513863251681,27.922539204361996,16.540673682800126,14.18683485277448
